,omen_date,omen_close,omen_volume,omen_volume_sma,omen_atr,max_drawdown_pct_next_5_days,max_rise_pct_next_5_days,final_change_pct_next_5_days
0,2020-05-06,9149.5,23645.378,17705.084749999998,442.5164078076475,-10.89130553582163,9.94589868298814,-6.453904584949997
1,2020-06-15,9418.0,12955.916,9504.7842,393.3768222864244,-2.564238691866638,1.7678912720322786,-0.711403695052028
2,2020-07-23,9595.0,9063.328,6460.505649987999,180.45598884380175,-1.2819176654507556,18.73892652423137,13.699843668577383
3,2020-07-29,11106.5,18452.825,10611.1339,437.36470159057666,-5.19515598973574,9.066762706523207,1.075946517804889
4,2020-07-31,11339.0,14215.085,11296.1955,431.2205980835887,-7.139077520063497,6.830408325249141,3.576153099920628
5,2020-08-10,11891.0,21793.672,15688.346,496.8215999493504,-6.28206206374569,0.7610798082583466,-0.22706248423177192
6,2020-09-04,10448.5,11678.746,8329.10145,578.8690593337549,-5.881226970378523,1.1293487103411972,-2.1917021582045266
7,2020-10-12,11545.0,8332.957,4983.719599999999,300.7108299477155,-2.957990472065829,0.5803378085751407,-1.6024252923343438
8,2020-10-20,11902.0,10000.771,5442.74545,295.2144288634083,-0.11342631490505797,12.250042009746261,9.431188035624265
9,2020-10-22,12986.5,13367.243,6585.932299999999,443.7210599018489,-1.8750240634505064,6.087090440072383,5.0090478573903665
10,2020-10-26,13050.0,11941.985,7720.4473,426.269692678651,-1.210727969348659,8.199233716475096,5.609195402298851
11,2020-10-29,13437.5,12593.942,9223.332250000001,548.7376340192582,-2.4074418604651164,5.079069767441861,4.275348837209302
12,2020-10-30,13544.5,15152.912,9494.68275,547.7059494833571,-2.4917863339362842,5.201373251135147,4.322787847465761
13,2020-10-31,13782.0,16992.382,10128.26345,568.8784895522429,-4.172108547380642,14.337541721085472,13.147583804962995
14,2020-11-04,14130.0,17386.484,11593.310399999998,590.7330279526244,-0.20877565463552722,13.064401981599433,8.46072186836518
15,2020-11-11,15687.5,21886.503,16720.2428,788.5050556163321,-1.4916334661354582,7.550597609561753,6.47011952191235
16,2020-11-18,17792.0,50447.013,21695.0459,873.0689374459399,-2.456160071942446,6.685589028776978,3.1896357913669062
17,2020-11-19,17802.5,36719.263,22773.363449999997,868.6597457864813,-0.7611290549080185,8.976267378177221,7.625333520572954
18,2021-01-03,32963.0,46033.177,29395.48245,2026.9596733837486,-15.289870460819706,27.718957619148743,23.294299669326215
19,2021-01-08,40641.5,42481.307,32435.11925,3420.279183551832,-25.133176679010372,2.052089612834172,-7.9327780716755045
20,2021-01-29,34222.0,84262.848,35082.22535,3743.6145580006278,-5.813511776050493,9.990649289930454,9.878148559406231
21,2021-02-09,46448.0,40163.61,32683.304350000002,3487.769701025137,-5.70099896658629,7.289872545642438,4.827979676197038
22,2021-03-10,55931.0,37536.77,29481.589200000006,3635.702709542248,-2.6389658686595983,10.742700827805688,-0.5560422663639127
23,2021-05-13,49715.5,49185.835,19351.403400000003,4400.211664731185,-15.230662469451179,3.531091912984884,-13.701964176162365
24,2021-06-14,40494.5,73876.764,58394.27965,3169.808395857473,-14.062403536282705,1.9891590215955255,-12.264628529800344
25,2021-06-20,35608.5,86335.779,65929.09685,2685.337548940503,-19.19345100186753,0.3622730527823413,-11.313310024291953
26,2021-06-22,32480.0,183677.464,78998.27725000001,3130.0179812042,-7.324507389162561,9.193349753694582,6.805726600985222
27,2021-06-23,33642.0,101537.468,81986.0466,3124.74891704364,-10.525533559241424,5.421794185839129,2.531062362523037
28,2021-06-26,32249.5,125869.896,90895.01245000001,3159.4235172577414,-0.8604784570303416,13.406409401696152,3.84657126467077
29,2021-07-28,39995.0,108130.824,71950.71184999999,2188.185187125183,-4.225528191023878,6.513314164270534,-2.075259407425928
30,2021-08-05,40848.5,94663.924,76007.35985,2535.56639035977,-2.395436796944808,14.416686047223276,11.58426870019707
31,2021-09-03,50035.5,70433.186,57248.42515,2134.653731727424,-15.400065953173247,5.640994893625526,-7.885401365030828
32,2021-12-15,48867.5,58604.192,44233.2573,3344.1740866727237,-7.3412799918146,1.191998772190106,-4.063027574563872
33,2022-01-11,42701.5,64094.5,51717.00195,2214.0556842027618,-2.2446518272191844,4.094703933117104,0.8184724190016744
34,2022-01-24,36651.5,168804.434,75964.70335,2690.558976232706,-3.1676739014774293,6.102069492380939,4.089873538600057
35,2022-02-22,38214.5,104586.233,76235.552,2060.8356926626366,-10.393960407698648,5.457352575593035,-1.4379358620418952
36,2022-02-24,38318.0,191619.669,81828.33755,2568.6499202666027,-3.6431964089983815,17.177305704890653,15.845033665640168
37,2022-04-01,46274.0,102289.739,76651.71435,1809.4428024550707,-6.859143363443835,2.6343086830617626,-6.732722479145957
38,2022-04-12,40055.0,105454.116,78945.06474999999,1819.4858078089137,-1.334415179128698,3.739857695668456,-0.9811509174884534
39,2022-04-13,41137.0,99503.899,79826.40225,1839.9543667677253,-6.491722779979094,0.7924739285801103,-0.8836327393830372
40,2022-04-25,40400.0,140931.528,81347.50859999999,1737.740464035792,-7.033415841584158,0.9975247524752475,-6.9022277227722775
41,2022-04-27,39206.0,111802.804,84981.23594999999,1883.9783929868838,-4.731418660409121,2.9179207264194256,-1.7293271438045197
42,2022-04-28,39734.5,128905.192,86552.75164999999,1830.981273921966,-5.998565478362632,0.4391649574047742,-5.035925958549875
43,2022-05-10,31015.0,264273.27,122140.8808,2288.444025756645,-14.441399322908271,3.9174592938900537,0.968886022892149
44,2022-06-15,22574.0,529615.54,191553.0437,2165.197142852068,-22.034198635598475,1.7830247187029327,-8.886329405510764
45,2022-06-20,20568.0,302417.597,236005.40820000003,2211.9072721132156,-4.205562038117464,5.610657331777519,4.4146246596655
46,2022-09-19,19527.5,295437.829,183152.81365,1014.5307133333794,-7.310203559083344,2.6501088208936117,-3.157086160542824
47,2022-09-28,19407.0,323115.662,221864.60989999998,1055.6542215921545,-2.968001236667182,3.905807182975215,1.0846601741639614
48,2022-09-29,19579.5,311643.49,221444.65375,1022.566992046534,-3.5189866952680102,4.451084041982686,3.815214893128017
49,2022-10-13,19366.0,351066.681,196749.3086,701.1853767545874,-2.08613033150883,2.984612206960653,-0.23494784674171226
50,2022-11-14,16607.5,276275.735,209366.74420000002,1271.1462748322504,-1.4481409001956946,3.326810176125244,0.48472075869336145
51,2022-12-14,17790.0,214192.682,102816.70555,510.5863491554494,-8.920741989881956,0.22765598650927488,-7.630691399662731
52,2023-01-06,16940.0,95139.388,69715.9265,264.1691845652701,-0.21251475796930344,6.440377804014168,5.8382526564344746
53,2023-01-09,17173.5,108098.728,63399.33045000001,250.47694770071064,-0.20380236993041606,25.484030628584737,22.00483302762978
54,2023-01-16,21179.0,207040.534,112602.1406,711.8831771853676,-3.7489966476226453,10.397091458520233,7.5664573398177435
55,2023-01-21,22781.5,228138.206,147336.3671,924.8629985273241,-2.2145161644316658,4.799947325680925,0.9832539560608389
56,2023-01-25,23056.5,217704.47,166633.38595,954.6237254506451,-2.4982109166612454,3.944657688721185,-0.9802008110511136
57,2023-02-20,24853.5,182022.465,147832.63475000003,1067.9821433380819,-8.615285573460481,1.7764097612006358,-6.83485223409178
58,2023-03-14,24684.7,476325.135,191267.90295,1415.4996690556818,-3.3081220351067753,15.120297188136773,13.27705015657471
59,2023-04-11,30179.0,185394.716,146413.22915,970.3422997056189,-1.8191457636104575,2.924881540143811,0.3873554458398272
60,2023-04-14,30438.2,185362.931,143271.5173,954.120602208369,-6.186962435360831,0.4757180122346238,-5.391580316838716
61,2023-04-26,28401.9,409222.474,150998.17304999998,1263.2679518803182,-2.6822149222411276,5.468296135117716,-1.234776546639488
62,2023-05-03,29014.0,204523.419,168972.21670000002,1149.3664117097317,-6.079823533466603,2.8227752119666367,-4.689460260563861
63,2023-06-30,30465.5,291232.745,146106.40355,1088.8421790532857,-1.073673499532253,3.0654346720060444,0.06499154781638009
64,2023-08-07,29200.0,89115.397,74017.7763,541.754724644893,-0.25205479452054297,3.6499999999999977,0.7458904109589016
65,2023-08-14,29422.6,91780.557,75923.4078,488.6732543906966,-17.747241916078107,0.24980797074357808,-11.330745753264496
66,2023-08-23,26422.9,152407.643,96298.512,872.5809393413035,-2.5277316267328773,0.5703386077985273,-1.2129629980055179
67,2023-09-14,26510.0,128898.613,107386.6402,770.2208599177781,-1.1512636740852535,3.677480196152401,2.5763862693323274
68,2023-09-18,26749.3,184832.863,103385.90849999999,694.130555656527,-1.4441499403722686,2.749978504110396,-0.6867469429106584
69,2023-09-27,26359.5,137145.594,100472.8797,569.9957532899768,-0.14226369999430946,8.468294163394605,4.266393520362672
70,2023-10-24,33935.8,318075.969,144345.3112,1836.479085961391,-1.7262006494616389,3.6804790221535955,1.7680443661266272
71,2023-10-25,34505.0,182268.981,146550.6175,1791.5885411665395,-3.347340965077525,1.18301695406462,-0.009853644399366628
72,2023-11-01,35442.4,196036.327,146432.676,1305.792833159982,-3.698112994605344,1.8108254520009808,-1.0425366228020676
73,2023-12-14,43050.0,171113.507,137318.26675,1882.690534790551,-5.7700348432055755,1.156794425087108,-1.7468060394889664
74,2024-01-02,44989.0,180530.083,107806.68770000001,1546.7019764792342,-10.622596634732934,1.286536708973311,-2.3401275867434324
75,2024-01-05,44156.8,194356.602,124217.07379999998,2102.8105606888535,-2.3097235306906327,8.892401623306032,5.668662584245231
76,2024-01-10,46659.9,322480.711,136032.25895,2432.8606800458897,-11.437872777266993,5.131815541824993,-8.898004496366264
77,2024-01-23,39900.1,189987.298,156028.58289999998,1750.304910896098,-1.032829491655406,7.367901333580624,5.303244854022923
78,2024-02-15,51904.2,167412.423,116358.68635,1793.472677513294,-2.4119435421410875,2.342392330485785,0.7377052338731769
79,2024-02-20,52287.1,172781.292,116821.60214999998,1636.1203311301315,-3.5517364703722305,0.2245295684786524,-1.0319945072493952
80,2024-03-06,66118.5,236268.315,164253.5476,4073.3529468272272,-0.8522576888465407,10.286228513956013,9.125887610880454
81,2024-04-10,70655.8,148360.695,121580.9844,3240.038187152489,-15.412605900718695,0.9707624851745987,-10.24983087021873
82,2024-04-14,65618.9,171702.581,128807.69985,4085.347307916293,-9.291835126769875,1.853124633299248,-2.810318368640729
83,2024-04-16,63772.3,178361.486,130589.30650000002,3980.9426446126818,-6.665276303348014,3.0136908971449894,1.7854146706328586
84,2024-04-19,63774.8,238467.879,148890.30800000002,4261.585537841204,-1.154531256860081,5.3690485897250815,0.759390856576572
85,2024-06-12,68240.9,149220.988,73206.37285000001,2123.9777661208477,-4.705242750315419,0.3796843242102696,-2.6173453163718405
86,2024-07-08,56696.5,206890.576,106800.29860000001,2701.57347705591,-0.7751801257573219,5.597170901202017,4.383515737303013
87,2024-07-16,65027.0,172009.771,117136.00855,2724.1949595282063,-2.8096021652544327,5.143555753763817,4.802620449966937
88,2024-07-25,65767.6,148585.813,116862.93985,2498.4078439069035,-0.764206083238564,6.64354484579031,0.6118514283628932
89,2024-07-27,67902.0,164973.501,121971.14889999999,2539.7312249789634,-8.371329268651886,3.2913610792023715,-3.771464758033639
90,2024-08-01,65341.1,176298.517,119757.5172,2562.5307295027023,-25.140378720284783,0.3601102521996043,-14.311512968101233
91,2024-08-06,55989.8,208496.835,151945.55455,3681.6664888220535,-2.629228895263076,12.06166123115281,4.846597058749984
92,2024-09-04,57937.8,160129.965,113734.51325,2458.473526858047,-9.385237271694827,0.6251531815153442,-1.593605556303489
93,2024-10-03,60725.9,157314.692,118580.97795,2179.7861246276993,-0.5136193946899124,6.155693040366629,2.296878267757243
94,2024-10-15,67057.4,228992.418,125713.24424999999,2430.285740604457,-0.6073900867018232,3.5351803082135693,2.9476239758773914
95,2024-11-13,90411.2,281262.229,162923.9408,4382.139041176221,-4.147937423682019,2.5952536853841215,0.13692993788380523
96,2024-12-16,106094.2,136569.347,109961.23130000001,4161.999804275478,-13.067820861083826,2.1937108720363687,-8.336459486003948
97,2024-12-20,97757.3,191089.684,127072.4614,4906.555018467396,-5.412894996077019,1.8747449039611335,1.6857053130558988
98,2025-01-10,94684.2,140049.765,92423.66925,3848.894101590585,-5.897710494464755,6.353541562372605,6.105348093979781
99,2025-01-20,102258.7,307591.535,107524.25055,5067.76004088418,-2.2088096171768243,4.896307111277582,2.3965687027118445
100,2025-01-23,103862.4,243671.499,121319.40974999999,5138.15781031779,-5.938819052900759,3.1351095295313915,-2.4882922019903204
101,2025-02-12,97828.1,111587.153,92140.5299,3887.225447441027,-2.7313215732494034,1.014943559161421,-2.139569305751625
102,2025-02-27,84686.0,126880.481,80005.76685,3983.8762528242387,-7.646482299317478,12.248423588314477,3.039581512882892
103,2025-03-04,87260.1,209395.733,106952.3511,5804.663928019583,-8.419311919193321,6.327634279584828,-7.526693185086887
104,2025-03-31,82504.4,110684.793,85672.10095,2850.9970154004695,-1.6464576434711293,7.339850965524278,1.2027237335220946
105,2025-04-03,83175.2,112771.731,87663.2206,3265.385375654766,-10.482691956256192,1.8765208860333404,-8.281675307062686
106,2025-04-04,83862.1,177059.417,94936.14080000001,3247.467325567464,-11.215912790163863,0.45539045647556425,-1.5122445061595304
107,2025-04-07,79144.1,292737.153,106000.03344999999,3978.935026450881,-5.784638400082901,8.521039471040789,7.7002581367404375
108,2025-05-07,96988.1,93114.149,75886.368,2349.5637944424393,-0.16084447473452929,9.128954995509758,5.936707699191956
109,2025-05-15,103710.0,99517.711,78431.42860000001,2892.0763234595024,-1.6488284639861153,3.4542474206923095,2.9873686240478228
110,2025-05-20,106808.2,123586.87,84114.05374999999,3002.0134425892998,-0.7549982117477818,4.830902496250291,2.029806700234626
111,2025-06-13,106023.1,132649.754,85209.22115,3013.46080803439,-2.565195697918672,2.7658123559865673,-1.1090036039315987
112,2025-07-11,117508.8,92888.869,74013.86155,3161.399310937445,-1.4967389676347669,4.885761747205313,0.9509926065111718
113,2025-07-14,119841.6,118965.787,64303.97120000001,3042.253121816168,-3.4141733755223607,1.003324388192409,-1.6684523571113872
114,2025-07-16,118626.3,86278.939,68752.9855,3181.157233719701,-1.8298640352097277,2.0380809314629196,-1.0396514095103724
115,2025-07-17,119218.7,94471.66,70388.86254999999,3236.2162692237416,-2.596656397024961,1.4076650726773543,0.6919216532305827
116,2025-08-12,120090.5,79229.258,65930.1125,2699.751908431124,-2.8072162244307397,3.7311027933100425,-2.2773658199441207
117,2025-10-03,122180.2,102149.043,62696.082200000004,2982.84646355448,-1.338351058518481,3.2491352936073135,0.8717451763870134
118,2025-10-05,123447.9,103289.951,64229.881850000005,2892.3504548475867,-18.146926760196003,2.18885861970921,-8.680099053932869
119,2025-10-06,124606.1,89136.383,65749.9693,2928.1570608679076,-18.907742076832523,0.4077649489069887,-11.240380687622846
